ID,Name,Sex,Age,Height,Weight,Team,NOC,Games,Year,Season,City,Sport,Event,Medal
39196,Murad Zayrudinovich Gaydarov,M,28.0,176.0,74.0,Belarus,BLR,2008 Summer,2008,Summer,Beijing,Wrestling,"Wrestling Men's Middleweight, Freestyle",Bronze
39206,Robyn Krista Gayle,F,26.0,170.0,63.0,Canada,CAN,2012 Summer,2012,Summer,London,Football,Football Women's Football,Bronze
39209,"Mitchell Jay ""Mitch"" Gaylord",M,23.0,174.0,68.0,United States,USA,1984 Summer,1984,Summer,Los Angeles,Gymnastics,Gymnastics Men's Parallel Bars,Bronze
39209,"Mitchell Jay ""Mitch"" Gaylord",M,23.0,174.0,68.0,United States,USA,1984 Summer,1984,Summer,Los Angeles,Gymnastics,Gymnastics Men's Rings,Bronze
39226,Aleksandr Vasilyevich Gazov,M,34.0,182.0,84.0,Soviet Union,URS,1980 Summer,1980,Summer,Moskva,Shooting,"Shooting Mixed Running Target, 50 metres",Bronze
39234,Valery Georgiyevich Gazzayev,M,25.0,173.0,69.0,Soviet Union,URS,1980 Summer,1980,Summer,Moskva,Football,Football Men's Football,Bronze
39246,Ruth Marie Christelle Gbagbi,F,22.0,176.0,65.0,Cote d'Ivoire,CIV,2016 Summer,2016,Summer,Rio de Janeiro,Taekwondo,Taekwondo Women's Welterweight,Bronze
39277,"Michael William ""Mike"" Gebhardt",M,22.0,170.0,67.0,United States,USA,1988 Summer,1988,Summer,Seoul,Sailing,Sailing Mixed Windsurfer,Bronze
39290,Hagos Gebrhiwet Berhe,M,22.0,171.0,56.0,Ethiopia,ETH,2016 Summer,2016,Summer,Rio de Janeiro,Athletics,"Athletics Men's 5,000 metres",Bronze
39302,John Reuben Geddes,M,20.0,,,Great Britain,GBR,1956 Summer,1956,Summer,Melbourne,Cycling,"Cycling Men's Team Pursuit, 4,000 metres",Bronze
39310,Imre Gedvri,M,29.0,190.0,87.0,Hungary,HUN,1980 Summer,1980,Summer,Moskva,Fencing,"Fencing Men's Sabre, Individual",Bronze
39310,Imre Gedvri,M,29.0,190.0,87.0,Hungary,HUN,1980 Summer,1980,Summer,Moskva,Fencing,"Fencing Men's Sabre, Team",Bronze
39311,Justin Gilberto Geduld,M,22.0,175.0,78.0,South Africa,RSA,2016 Summer,2016,Summer,Rio de Janeiro,Rugby Sevens,Rugby Sevens Men's Rugby Sevens,Bronze
39350,Georg Gehring,M,24.0,183.0,,Germany,GER,1928 Summer,1928,Summer,Amsterdam,Wrestling,"Wrestling Men's Heavyweight, Greco-Roman",Bronze
39353,Lana Gehring,F,19.0,175.0,61.0,United States,USA,2010 Winter,2010,Winter,Vancouver,Short Track Speed Skating,"Short Track Speed Skating Women's 3,000 metres Relay",Bronze
39377,Natalie Geisenberger,F,22.0,183.0,76.0,Germany,GER,2010 Winter,2010,Winter,Vancouver,Luge,Luge Women's Singles,Bronze
39384,Manfred Geisler,M,23.0,175.0,81.0,Germany,GER,1964 Summer,1964,Summer,Tokyo,Football,Football Men's Football,Bronze
39386,Marco Geisler,M,26.0,201.0,101.0,Germany,GER,2000 Summer,2000,Summer,Sydney,Rowing,Rowing Men's Quadruple Sculls,Bronze
39390,Hans-Gnter Geister,M,23.0,177.0,73.0,Germany,GER,1952 Summer,1952,Summer,Helsinki,Athletics,Athletics Men's 4 x 400 metres Relay,Bronze
39395,Nataliya Nikolayevna Gelakh,F,26.0,190.0,85.0,Belarus,BLR,2004 Summer,2004,Summer,Athina,Rowing,Rowing Women's Coxless Pairs,Bronze
39395,Nataliya Nikolayevna Gelakh,F,30.0,190.0,85.0,Belarus,BLR,2008 Summer,2008,Summer,Beijing,Rowing,Rowing Women's Coxless Pairs,Bronze
39405,Robert Alan Geldard,M,21.0,,,Great Britain,GBR,1948 Summer,1948,Summer,London,Cycling,"Cycling Men's Team Pursuit, 4,000 metres",Bronze
39416,Gell,M,,,,Pupilles de Neptune de Lille #2-1,FRA,1900 Summer,1900,Summer,Paris,Water Polo,Water Polo Men's Water Polo,Bronze
39435,Alexandre Gemignani Ferreira,M,23.0,,,Brazil,BRA,1948 Summer,1948,Summer,London,Basketball,Basketball Men's Basketball,Bronze
39472,Paul Louis Marcel Genevay,M,25.0,174.0,74.0,France,FRA,1964 Summer,1964,Summer,Tokyo,Athletics,Athletics Men's 4 x 100 metres Relay,Bronze
39485,Paolo Gennari,M,19.0,,,Italy,ITA,1928 Summer,1928,Summer,Amsterdam,Rowing,Rowing Men's Coxless Fours,Bronze
39498,Pietro Genovesi,M,25.0,,,Italy,ITA,1928 Summer,1928,Summer,Amsterdam,Football,Football Men's Football,Bronze
39502,Uwe Gensheimer,M,29.0,188.0,88.0,Germany,GER,2016 Summer,2016,Summer,Rio de Janeiro,Handball,Handball Men's Handball,Bronze
39506,Pascal Guy Gentil,M,27.0,198.0,95.0,France,FRA,2000 Summer,2000,Summer,Sydney,Taekwondo,Taekwondo Men's Heavyweight,Bronze
39506,Pascal Guy Gentil,M,31.0,198.0,95.0,France,FRA,2004 Summer,2004,Summer,Athina,Taekwondo,Taekwondo Men's Heavyweight,Bronze
39508,Giuseppe Gentile,M,25.0,190.0,83.0,Italy,ITA,1968 Summer,1968,Summer,Mexico City,Athletics,Athletics Men's Triple Jump,Bronze
39512,"James Cuthbert ""Jimmy"" Gentle",M,28.0,,,United States,USA,1932 Summer,1932,Summer,Los Angeles,Hockey,Hockey Men's Hockey,Bronze
39518,Inga Kristina Gentzel (-Dahlgren),F,20.0,,,Sweden,SWE,1928 Summer,1928,Summer,Amsterdam,Athletics,Athletics Women's 800 metres,Bronze
39526,Harald Genzmer,M,27.0,,,Germany,GER,1936 Summer,1936,Summer,Berlin,Art Competitions,"Art Competitions Mixed Music, Compositions For Solo Or Chorus",Bronze
39535,Nikolaos P. Georgantas,M,24.0,185.0,81.0,Greece,GRE,1904 Summer,1904,Summer,St. Louis,Athletics,Athletics Men's Discus Throw,Bronze
39540,Maria Georgatou,F,16.0,165.0,40.0,Greece,GRE,2000 Summer,2000,Summer,Sydney,Rhythmic Gymnastics,Rhythmic Gymnastics Women's Group,Bronze
39542,Bevan Christopher George,M,31.0,190.0,87.0,Australia,AUS,2008 Summer,2008,Summer,Beijing,Hockey,Hockey Men's Hockey,Bronze
39555,"James D. ""Jim"" George",M,21.0,178.0,82.0,United States,USA,1956 Summer,1956,Summer,Melbourne,Weightlifting,Weightlifting Men's Light-Heavyweight,Bronze
39581,Elena Georgescu-Nedelcu,F,44.0,160.0,55.0,Romania,ROU,2008 Summer,2008,Summer,Beijing,Rowing,Rowing Women's Coxed Eights,Bronze
39586,Pierre Lon Gaston Georget,M,18.0,,,France,FRA,1936 Summer,1936,Summer,Berlin,Cycling,"Cycling Men's Tandem Sprint, 2,000 metres",Bronze
39592,Boris Metodiev Georgiev,M,21.0,180.0,64.0,Bulgaria,BUL,2004 Summer,2004,Summer,Athina,Boxing,Boxing Men's Light-Welterweight,Bronze
39596,Georgi Angelov Georgiev,M,28.0,168.0,66.0,Bulgaria,BUL,2004 Summer,2004,Summer,Athina,Judo,Judo Men's Half-Lightweight,Bronze
39618,"Ani ""Anka"" Georgieva (Eftimova-)",F,20.0,165.0,50.0,Bulgaria,BUL,1980 Summer,1980,Summer,Moskva,Rowing,Rowing Women's Coxed Quadruple Sculls,Bronze
39625,Magdalena Stoyanova Georgieva,F,25.0,174.0,70.0,Bulgaria,BUL,1988 Summer,1988,Summer,Seoul,Rowing,Rowing Women's Single Sculls,Bronze
39626,Maya Vladimirova Georgieva (-Stoeva),F,25.0,180.0,70.0,Bulgaria,BUL,1980 Summer,1980,Summer,Moskva,Volleyball,Volleyball Women's Volleyball,Bronze
39666,va Grard-Novk,F,18.0,,,Hungary,HUN,1948 Summer,1948,Summer,London,Swimming,Swimming Women's 200 metres Breaststroke,Bronze
39672,Aleksandra Viktorovna Gerasimenya,F,30.0,175.0,60.0,Belarus,BLR,2016 Summer,2016,Summer,Rio de Janeiro,Swimming,Swimming Women's 50 metres Freestyle,Bronze
39695,Yarden Gerbi,F,27.0,169.0,63.0,Israel,ISR,2016 Summer,2016,Summer,Rio de Janeiro,Judo,Judo Women's Half-Middleweight,Bronze
39723,Gyrgy Gerends,M,26.0,186.0,80.0,Hungary,HUN,1980 Summer,1980,Summer,Moskva,Water Polo,Water Polo Men's Water Polo,Bronze
39726,Aladr Gerevich (-Gerei),M,26.0,177.0,78.0,Hungary,HUN,1936 Summer,1936,Summer,Berlin,Fencing,"Fencing Men's Sabre, Individual",Bronze
39726,Aladr Gerevich (-Gerei),M,42.0,177.0,78.0,Hungary,HUN,1952 Summer,1952,Summer,Helsinki,Fencing,"Fencing Men's Foil, Team",Bronze
39727,Pl Gerevich,M,24.0,189.0,80.0,Hungary,HUN,1972 Summer,1972,Summer,Munich,Fencing,"Fencing Men's Sabre, Team",Bronze
39727,Pl Gerevich,M,31.0,189.0,80.0,Hungary,HUN,1980 Summer,1980,Summer,Moskva,Fencing,"Fencing Men's Sabre, Team",Bronze
39730,"Mathilde ""Hilde"" Gerg (-Gral)",F,22.0,172.0,70.0,Germany,GER,1998 Winter,1998,Winter,Nagano,Alpine Skiing,Alpine Skiing Women's Combined,Bronze
39741,"Robert Buchanan ""Bob"" Gerhardt",M,20.0,190.0,,United States,USA,1924 Summer,1924,Summer,Paris,Rowing,Rowing Men's Coxed Fours,Bronze
39748,Andrija Geri,M,19.0,203.0,101.0,Serbia and Montenegro,SCG,1996 Summer,1996,Summer,Atlanta,Volleyball,Volleyball Men's Volleyball,Bronze
39754,Marco Gerini,M,24.0,190.0,90.0,Italy,ITA,1996 Summer,1996,Summer,Atlanta,Water Polo,Water Polo Men's Water Polo,Bronze
39767,Irina Yakovlevna Gerlits,F,22.0,190.0,72.0,Soviet Union,URS,1988 Summer,1988,Summer,Seoul,Basketball,Basketball Women's Basketball,Bronze
39780,Manfred Germar,M,21.0,182.0,74.0,Germany,GER,1956 Summer,1956,Summer,Melbourne,Athletics,Athletics Men's 4 x 100 metres Relay,Bronze
39783,Ezio Germignani,M,,,,"Marinai della nave da guerra ""Varese""",ITA,1906 Summer,1906,Summer,Athina,Rowing,Rowing Men's 17-Man Naval Rowing Boats,Bronze
39794,Albert Geromini,M,31.0,,,Switzerland,SUI,1928 Winter,1928,Winter,Sankt Moritz,Ice Hockey,Ice Hockey Men's Ice Hockey,Bronze
39810,"Timothus ""Tim"" Gerresheim",M,21.0,180.0,70.0,Germany,GER,1960 Summer,1960,Summer,Roma,Fencing,"Fencing Men's Foil, Team",Bronze
39819,Kerstin Gerschau (-Kurrat),F,18.0,161.0,49.0,East Germany,GDR,1976 Summer,1976,Summer,Montreal,Gymnastics,Gymnastics Women's Team All-Around,Bronze
39839,Pierre Gervais,M,,,,Baby-1,FRA,1900 Summer,1900,Summer,Paris,Sailing,Sailing Mixed 0-0.5 Ton,Bronze
39841,Willy Viggo Gervin,M,28.0,170.0,,Denmark,DEN,1932 Summer,1932,Summer,Los Angeles,Cycling,"Cycling Men's Tandem Sprint, 2,000 metres",Bronze
39843,Marcel Gery,M,27.0,191.0,84.0,Canada,CAN,1992 Summer,1992,Summer,Barcelona,Swimming,Swimming Men's 4 x 100 metres Medley Relay,Bronze
39849,Hans-Jrgen Geschke,M,33.0,168.0,70.0,East Germany,GDR,1976 Summer,1976,Summer,Montreal,Cycling,Cycling Men's Sprint,Bronze
39854,Vanya Atanasova Gesheva (-Tsvetkova),F,28.0,167.0,65.0,Bulgaria,BUL,1988 Summer,1988,Summer,Seoul,Canoeing,"Canoeing Women's Kayak Fours, 500 metres",Bronze
39890,Robert Gevers,M,,,,Belgium,BEL,1920 Summer,1920,Summer,Antwerpen,Hockey,Hockey Men's Hockey,Bronze
39902,Manfred Geyer,M,24.0,173.0,62.0,East Germany,GDR,1976 Winter,1976,Winter,Innsbruck,Biathlon,Biathlon Men's 4 x 7.5 kilometres Relay,Bronze
39949,Komeil Nemat Ghasemi,M,24.0,186.0,115.0,Iran,IRI,2012 Summer,2012,Summer,London,Wrestling,"Wrestling Men's Super-Heavyweight, Freestyle",Bronze
39984,Ionu Gheorghe,M,20.0,173.0,64.0,Romania,ROU,2004 Summer,2004,Summer,Athina,Boxing,Boxing Men's Light-Welterweight,Bronze
40003,Marius Costel Gherman,M,21.0,170.0,64.0,Romania,ROU,1988 Summer,1988,Summer,Seoul,Gymnastics,Gymnastics Men's Horizontal Bar,Bronze
40012,Antonio Ghiardello,M,34.0,170.0,,Italy,ITA,1932 Summer,1932,Summer,Los Angeles,Rowing,Rowing Men's Coxless Fours,Bronze
40016,Alberto Marco Giovanni Ghibellini,M,23.0,185.0,76.0,Italy,ITA,1996 Summer,1996,Summer,Atlanta,Water Polo,Water Polo Men's Water Polo,Bronze
40060,Gi Seong-Yong,M,23.0,187.0,75.0,South Korea,KOR,2012 Summer,2012,Summer,London,Football,Football Men's Football,Bronze
40081,Domenico Giambonini,M,51.0,,,Switzerland,SUI,1920 Summer,1920,Summer,Antwerpen,Shooting,"Shooting Men's Military Pistol, Team",Bronze
40090,Andrea Giani,M,30.0,196.0,97.0,Italy,ITA,2000 Summer,2000,Summer,Sydney,Volleyball,Volleyball Men's Volleyball,Bronze
40106,Raffaello Giannoni,M,,,,Pistoja/Firenze,ITA,1906 Summer,1906,Summer,Athina,Gymnastics,Gymnastics Men's Team All-Around,Bronze
40130,Khristina Giazitzidou,F,22.0,168.0,59.0,Greece,GRE,2012 Summer,2012,Summer,London,Rowing,Rowing Women's Lightweight Double Sculls,Bronze
40155,Giuseppe Gibilisco,M,25.0,184.0,78.0,Italy,ITA,2004 Summer,2004,Summer,Athina,Athletics,Athletics Men's Pole Vault,Bronze
40164,"Catherine ""Cathie"" Gibson (-Brown)",F,17.0,,,Great Britain,GBR,1948 Summer,1948,Summer,London,Swimming,Swimming Women's 400 metres Freestyle,Bronze
40178,Lois Michelle Gibson,F,27.0,,,United States,USA,1996 Summer,1996,Summer,Atlanta,Equestrianism,"Equestrianism Mixed Dressage, Team",Bronze
40189,Csaba Giczy,M,23.0,179.0,75.0,Hungary,HUN,1968 Summer,1968,Summer,Mexico City,Canoeing,"Canoeing Men's Kayak Fours, 1,000 metres",Bronze
40198,Andrius Giedraitis,M,27.0,195.0,86.0,Lithuania,LTU,2000 Summer,2000,Summer,Sydney,Basketball,Basketball Men's Basketball,Bronze
40199,Eberhard Gienger,M,24.0,176.0,68.0,West Germany,FRG,1976 Summer,1976,Summer,Montreal,Gymnastics,Gymnastics Men's Horizontal Bar,Bronze
40208,Reiner Gies,M,25.0,180.0,64.0,West Germany,FRG,1988 Summer,1988,Summer,Seoul,Boxing,Boxing Men's Light-Welterweight,Bronze
40220,Albert Giger,M,25.0,164.0,57.0,Switzerland,SUI,1972 Winter,1972,Winter,Sapporo,Cross Country Skiing,Cross Country Skiing Men's 4 x 10 kilometres Relay,Bronze
40221,Daniel Giger,M,26.0,186.0,75.0,Switzerland,SUI,1976 Summer,1976,Summer,Montreal,Fencing,"Fencing Men's epee, Team",Bronze
40254,Alberto Gilardino,M,22.0,185.0,78.0,Italy,ITA,2004 Summer,2004,Summer,Athina,Football,Football Men's Football,Bronze
40259,"Bradley N. ""Brad"" Gilbert",M,27.0,185.0,79.0,United States,USA,1988 Summer,1988,Summer,Seoul,Tennis,Tennis Men's Singles,Bronze
40289,David James Giles,M,31.0,183.0,106.0,Australia,AUS,1996 Summer,1996,Summer,Atlanta,Sailing,Sailing Mixed Two Person Keelboat,Bronze
40295,"Stephen Cory ""Steve"" Giles",M,28.0,183.0,82.0,Canada,CAN,2000 Summer,2000,Summer,Sydney,Canoeing,"Canoeing Men's Canadian Singles, 1,000 metres",Bronze
40318,Cyril William Gill,M,26.0,,,Great Britain,GBR,1928 Summer,1928,Summer,Amsterdam,Athletics,Athletics Men's 4 x 100 metres Relay,Bronze
40320,Frederick Agnew Gill,M,26.0,,,"Bagatelle Polo Club, Paris",GBR,1900 Summer,1900,Summer,Paris,Polo,Polo Men's Polo,Bronze
40328,Nicolas Gill,M,20.0,185.0,105.0,Canada,CAN,1992 Summer,1992,Summer,Barcelona,Judo,Judo Men's Middleweight,Bronze
40332,"John David ""Dave"" Gillanders",M,21.0,181.0,70.0,United States,USA,1960 Summer,1960,Summer,Roma,Swimming,Swimming Men's 200 metres Butterfly,Bronze
40340,Christian Gille,M,32.0,184.0,92.0,Germany,GER,2008 Summer,2008,Summer,Beijing,Canoeing,"Canoeing Men's Canadian Doubles, 500 metres",Bronze
40368,"Nicholas ""Nick"" Gillingham",M,25.0,183.0,72.0,Great Britain,GBR,1992 Summer,1992,Summer,Barcelona,Swimming,Swimming Men's 200 metres Breaststroke,Bronze
40377,Erwin Gillmeister,M,29.0,178.0,70.0,Germany,GER,1936 Summer,1936,Summer,Berlin,Athletics,Athletics Men's 4 x 100 metres Relay,Bronze
40395,"Frederick Garfield ""Fred"" Gilmore",M,17.0,,,United States,USA,1904 Summer,1904,Summer,St. Louis,Boxing,Boxing Men's Featherweight,Bronze
40399,Rebecca Ellen Gilmore (-Manuel),F,21.0,165.0,60.0,Australia,AUS,2000 Summer,2000,Summer,Sydney,Diving,Diving Women's Synchronized Platform,Bronze
40405,"Frederick ""Freddie"" Gilroy",M,20.0,,,Ireland,IRL,1956 Summer,1956,Summer,Melbourne,Boxing,Boxing Men's Bantamweight,Bronze
40423,Harald Gimpel,M,20.0,173.0,65.0,East Germany,GDR,1972 Summer,1972,Summer,Munich,Canoeing,"Canoeing Men's Kayak Singles, Slalom",Bronze
40439,Arthur Gingell,M,24.0,175.0,66.0,Great Britain,GBR,1908 Summer,1908,Summer,London,Wrestling,"Wrestling Men's Lightweight, Freestyle",Bronze
40451,"Emanuel David ""Manu"" Ginbili Maccari",M,31.0,198.0,91.0,Argentina,ARG,2008 Summer,2008,Summer,Beijing,Basketball,Basketball Men's Basketball,Bronze
40457,Silvio Giobellina,M,29.0,172.0,73.0,Switzerland-1,SUI,1984 Winter,1984,Winter,Sarajevo,Bobsleigh,Bobsleigh Men's Four,Bronze
40468,Salvatore Gionta,M,21.0,182.0,81.0,Italy,ITA,1952 Summer,1952,Summer,Helsinki,Water Polo,Water Polo Men's Water Polo,Bronze
40478,Mikheil Giorgadze,M,27.0,188.0,91.0,Soviet Union,URS,1988 Summer,1988,Summer,Seoul,Water Polo,Water Polo Men's Water Polo,Bronze
40511,Andrea Giovi,M,28.0,183.0,80.0,Italy,ITA,2012 Summer,2012,Summer,London,Volleyball,Volleyball Men's Volleyball,Bronze
40512,Girolamo Giovinazzo,M,32.0,170.0,63.0,Italy,ITA,2000 Summer,2000,Summer,Sydney,Judo,Judo Men's Half-Lightweight,Bronze
40515,Gir Yeong-A,F,22.0,,,South Korea-1,KOR,1992 Summer,1992,Summer,Barcelona,Badminton,Badminton Women's Doubles,Bronze
40524,Roger Gaston Giran,M,28.0,,,France,FRA,1920 Summer,1920,Summer,Antwerpen,Rowing,Rowing Men's Double Sculls,Bronze
40525,Christine Girard,F,27.0,160.0,63.0,Canada,CAN,2012 Summer,2012,Summer,London,Weightlifting,Weightlifting Women's Middleweight,Bronze
40529,Pierre Girard,M,34.0,180.0,75.0,Ballerina IV,SUI,1960 Summer,1960,Summer,Roma,Sailing,Sailing Mixed 5.5 metres,Bronze
40533,Patricia Girard-Lno,F,28.0,164.0,51.0,France,FRA,1996 Summer,1996,Summer,Atlanta,Athletics,Athletics Women's 100 metres Hurdles,Bronze
40537,Robert William Girardet,M,30.0,,,Namoussa,FRA,1924 Summer,1924,Summer,Paris,Sailing,Sailing Mixed 8 metres,Bronze
40553,Andr Giriat,M,26.0,,,France,FRA,1932 Summer,1932,Summer,Los Angeles,Rowing,Rowing Men's Coxed Pairs,Bronze
40559,Dan Grleanu,M,26.0,196.0,89.0,Romania,ROU,1980 Summer,1980,Summer,Moskva,Volleyball,Volleyball Men's Volleyball,Bronze
40560,Ion Grleteanu,M,,,,Romania,ROU,1924 Summer,1924,Summer,Paris,Rugby,Rugby Men's Rugby,Bronze
40611,Niccol Gitto,M,29.0,190.0,90.0,Italy,ITA,2016 Summer,2016,Summer,Rio de Janeiro,Water Polo,Water Polo Men's Water Polo,Bronze
40614,Jean-Pierre Giudicelli,M,25.0,178.0,67.0,France,FRA,1968 Summer,1968,Summer,Mexico City,Modern Pentathlon,Modern Pentathlon Men's Team,Bronze
40629,Elena Giurc,F,30.0,151.0,41.0,Romania,ROU,1976 Summer,1976,Summer,Montreal,Rowing,Rowing Women's Coxed Quadruple Sculls,Bronze
40637,Luca Giustolisi,M,26.0,188.0,82.0,Italy,ITA,1996 Summer,1996,Summer,Atlanta,Water Polo,Water Polo Men's Water Polo,Bronze
40659,"Douglas Seneca ""Doug"" Gjertsen",M,24.0,195.0,84.0,United States,USA,1992 Summer,1992,Summer,Barcelona,Swimming,Swimming Men's 4 x 200 metres Freestyle Relay,Bronze
40661,Alv Gjestvang,M,18.0,,,Norway,NOR,1956 Winter,1956,Winter,Cortina d'Ampezzo,Speed Skating,Speed Skating Men's 500 metres,Bronze
40671,Jasmin Glaesser,F,20.0,167.0,58.0,Canada,CAN,2012 Summer,2012,Summer,London,Cycling,Cycling Women's Team Pursuit,Bronze
40671,Jasmin Glaesser,F,24.0,167.0,58.0,Canada,CAN,2016 Summer,2016,Summer,Rio de Janeiro,Cycling,Cycling Women's Team Pursuit,Bronze
40673,Martina Glagow-Beck,F,30.0,158.0,48.0,Germany,GER,2010 Winter,2010,Winter,Vancouver,Biathlon,Biathlon Women's 4 x 6 kilometres Relay,Bronze
40674,Klaus Glahn,M,22.0,187.0,101.0,Germany,GER,1964 Summer,1964,Summer,Tokyo,Judo,Judo Men's Open Class,Bronze
40690,Harry Gla,M,25.0,,,Germany,GER,1956 Winter,1956,Winter,Cortina d'Ampezzo,Ski Jumping,"Ski Jumping Men's Normal Hill, Individual",Bronze
40691,Henry Gla,M,22.0,173.0,68.0,East Germany,GDR,1976 Winter,1976,Winter,Innsbruck,Ski Jumping,"Ski Jumping Men's Large Hill, Individual",Bronze
40709,Alisha Rebecca Glass,F,28.0,183.0,72.0,United States,USA,2016 Summer,2016,Summer,Rio de Janeiro,Volleyball,Volleyball Women's Volleyball,Bronze
40713,"Kenneth Gilbert ""Ken"" Glass",M,19.0,,,Caprice,CAN,1932 Summer,1932,Summer,Los Angeles,Sailing,Sailing Mixed 6 metres,Bronze
40723,Troy Edward Glaus,M,19.0,195.0,98.0,United States,USA,1996 Summer,1996,Summer,Atlanta,Baseball,Baseball Men's Baseball,Bronze
40763,Brian Alan Glencross,M,23.0,175.0,79.0,Australia,AUS,1964 Summer,1964,Summer,Tokyo,Hockey,Hockey Men's Hockey,Bronze
40767,Brian Alexander Glennie,M,21.0,185.0,89.0,Canada,CAN,1968 Winter,1968,Winter,Grenoble,Ice Hockey,Ice Hockey Men's Ice Hockey,Bronze
40778,Louis Edouard Albert Glineur,M,50.0,,,Belgium,BEL,1900 Summer,1900,Summer,Paris,Archery,Archery Men's Sur La Perche a La Pyramide,Bronze
40785,Vittorio Gliubich,M,22.0,,,Italy,ITA,1924 Summer,1924,Summer,Paris,Rowing,Rowing Men's Coxed Eights,Bronze
40794,Margot Glockshuber,F,18.0,166.0,50.0,West Germany-1,FRG,1968 Winter,1968,Winter,Grenoble,Figure Skating,Figure Skating Mixed Pairs,Bronze
40816,"Edward Chester ""Ed"" Glover",M,21.0,,,United States,USA,1906 Summer,1906,Summer,Athina,Athletics,Athletics Men's Pole Vault,Bronze
40817,Ernest Glover,M,21.0,180.0,68.0,Great Britain,GBR,1912 Summer,1912,Summer,Stockholm,Athletics,"Athletics Men's Cross-Country, Team",Bronze
40820,"Stanley Brooks ""Stan"" Glover",M,20.0,,,Canada,CAN,1928 Summer,1928,Summer,Amsterdam,Athletics,Athletics Men's 4 x 400 metres Relay,Bronze
40821,Lidiya Timofeyevna Glubokova,F,26.0,158.0,59.0,Soviet Union,URS,1980 Summer,1980,Summer,Moskva,Hockey,Hockey Women's Hockey,Bronze
40828,Andrey Valeryevich Glukhov,M,24.0,196.0,99.0,Russia,RUS,1996 Summer,1996,Summer,Atlanta,Rowing,Rowing Men's Coxed Eights,Bronze
40830,Aleksey Yuryevich Glushkov,M,25.0,171.0,69.0,Russia,RUS,2000 Summer,2000,Summer,Sydney,Wrestling,"Wrestling Men's Welterweight, Greco-Roman",Bronze
40838,Nadezhda Sergeyevna Glyzina-Fedotova,F,28.0,175.0,68.0,Russia,RUS,2016 Summer,2016,Summer,Rio de Janeiro,Water Polo,Water Polo Women's Water Polo,Bronze
40851,Charles Henry Stuart Gmelin,M,23.0,,,Great Britain,GBR,1896 Summer,1896,Summer,Athina,Athletics,Athletics Men's 400 metres,Bronze
40855,Jan Wojciech Gmyrek,M,25.0,177.0,79.0,Poland,POL,1976 Summer,1976,Summer,Montreal,Handball,Handball Men's Handball,Bronze
40866,Maxi Gnauck,F,15.0,148.0,33.0,East Germany,GDR,1980 Summer,1980,Summer,Moskva,Gymnastics,Gymnastics Women's Team All-Around,Bronze
40866,Maxi Gnauck,F,15.0,148.0,33.0,East Germany,GDR,1980 Summer,1980,Summer,Moskva,Gymnastics,Gymnastics Women's Floor Exercise,Bronze
40869,Priscilla Gneto,F,20.0,164.0,52.0,France,FRA,2012 Summer,2012,Summer,London,Judo,Judo Women's Half-Lightweight,Bronze
40872,Charles Gniette,M,,,,Belgium,BEL,1920 Summer,1920,Summer,Antwerpen,Hockey,Hockey Men's Hockey,Bronze
40905,Davit Gobejishvili,M,29.0,164.0,110.0,Unified Team,EUN,1992 Summer,1992,Summer,Barcelona,Wrestling,"Wrestling Men's Super-Heavyweight, Freestyle",Bronze
40906,Barbara Gbel (-Ballerstedt),F,17.0,172.0,66.0,Germany,GER,1960 Summer,1960,Summer,Roma,Swimming,Swimming Women's 200 metres Breaststroke,Bronze
40908,"Marius Jan ""Just"" Gbel",M,20.0,,,Netherlands,NED,1912 Summer,1912,Summer,Stockholm,Football,Football Men's Football,Bronze
40930,ivko Goci,M,25.0,193.0,93.0,Serbia,SRB,2008 Summer,2008,Summer,Beijing,Water Polo,Water Polo Men's Water Polo,Bronze
40930,ivko Goci,M,29.0,193.0,93.0,Serbia,SRB,2012 Summer,2012,Summer,London,Water Polo,Water Polo Men's Water Polo,Bronze
40942,"Beverley Lanita ""Bev"" Goddard-Callender",F,23.0,170.0,59.0,Great Britain,GBR,1980 Summer,1980,Summer,Moskva,Athletics,Athletics Women's 4 x 100 metres Relay,Bronze
40942,"Beverley Lanita ""Bev"" Goddard-Callender",F,27.0,170.0,59.0,Great Britain,GBR,1984 Summer,1984,Summer,Los Angeles,Athletics,Athletics Women's 4 x 100 metres Relay,Bronze
40947,Walter Godefroot,M,21.0,171.0,73.0,Belgium,BEL,1964 Summer,1964,Summer,Tokyo,Cycling,"Cycling Men's Road Race, Individual",Bronze
40953,Tom Goder,M,17.0,,,Czechoslovakia,TCH,1992 Winter,1992,Winter,Albertville,Ski Jumping,"Ski Jumping Men's Large Hill, Team",Bronze
40966,Herv Godignon,M,40.0,172.0,72.0,France,FRA,1992 Summer,1992,Summer,Barcelona,Equestrianism,"Equestrianism Mixed Jumping, Team",Bronze
40969,John Carl Godina,M,28.0,193.0,129.0,United States,USA,2000 Summer,2000,Summer,Sydney,Athletics,Athletics Men's Shot Put,Bronze
40992,"Thomas Charles ""Tommy"" Godwin",M,27.0,,,Great Britain,GBR,1948 Summer,1948,Summer,London,Cycling,"Cycling Men's 1,000 metres Time Trial",Bronze
40992,"Thomas Charles ""Tommy"" Godwin",M,27.0,,,Great Britain,GBR,1948 Summer,1948,Summer,London,Cycling,"Cycling Men's Team Pursuit, 4,000 metres",Bronze
