ID,Name,Sex,Age,Height,Weight,Team,NOC,Games,Year,Season,City,Sport,Event,Medal
12813,Stefanie Bhler,F,24.0,170.0,54.0,Germany,GER,2006 Winter,2006,Winter,Torino,Cross Country Skiing,Cross Country Skiing Women's 4 x 5 kilometres Relay,Silver
12815,Folke Ivar Reinhold Bohlin,M,42.0,,,Slaghoken,SWE,1948 Summer,1948,Summer,London,Sailing,Sailing Mixed Three Person Keelboat,Silver
12817,Ivar Theodor Bhling,M,22.0,,,Finland,FIN,1912 Summer,1912,Summer,Stockholm,Wrestling,"Wrestling Men's Middleweight B, Greco-Roman",Silver
12820,Daniel Bhm,M,27.0,178.0,72.0,Germany,GER,2014 Winter,2014,Winter,Sochi,Biathlon,Biathlon Men's 4 x 7.5 kilometres Relay,Silver
12834,Herman Bohne,M,17.0,,,Norway,NOR,1908 Summer,1908,Summer,London,Gymnastics,Gymnastics Men's Team All-Around,Silver
12842,Harald August Bohr,M,21.0,,,Denmark,DEN,1908 Summer,1908,Summer,London,Football,Football Men's Football,Silver
12844,Thomas Robert Tom Bohrer,M,25.0,193.0,98.0,United States,USA,1988 Summer,1988,Summer,Seoul,Rowing,Rowing Men's Coxless Fours,Silver
12844,Thomas Robert Tom Bohrer,M,28.0,193.0,98.0,United States,USA,1992 Summer,1992,Summer,Barcelona,Rowing,Rowing Men's Coxless Fours,Silver
12860,Victor Charles Gustave Boin,M,22.0,,,Belgium,BEL,1908 Summer,1908,Summer,London,Water Polo,Water Polo Men's Water Polo,Silver
12860,Victor Charles Gustave Boin,M,34.0,,,Belgium,BEL,1920 Summer,1920,Summer,Antwerpen,Fencing,"Fencing Men's epee, Team",Silver
12868,Philippe Alain Boisse,M,29.0,183.0,80.0,France,FRA,1984 Summer,1984,Summer,Los Angeles,Fencing,"Fencing Men's epee, Team",Silver
12884,Wilson Boit Kipketer,M,26.0,167.0,52.0,Kenya,KEN,2000 Summer,2000,Summer,Sydney,Athletics,"Athletics Men's 3,000 metres Steeplechase",Silver
12907,Claudia Bokel,F,30.0,183.0,65.0,Germany,GER,2004 Summer,2004,Summer,Athina,Fencing,"Fencing Women's epee, Team",Silver
12946,Ato Jabari Boldon,M,26.0,176.0,75.0,Trinidad and Tobago,TTO,2000 Summer,2000,Summer,Sydney,Athletics,Athletics Men's 100 metres,Silver
12950,Harry Boldt,M,34.0,184.0,72.0,Germany,GER,1964 Summer,1964,Summer,Tokyo,Equestrianism,"Equestrianism Mixed Dressage, Individual",Silver
12950,Harry Boldt,M,46.0,184.0,72.0,West Germany,FRG,1976 Summer,1976,Summer,Montreal,Equestrianism,"Equestrianism Mixed Dressage, Individual",Silver
12951,Leif William Sidney Boldt-Christmas,M,27.0,,,Tornado,SWE,1952 Summer,1952,Summer,Helsinki,Sailing,Sailing Mixed Three Person Keelboat,Silver
12984,Timo Boll,M,27.0,181.0,74.0,Germany,GER,2008 Summer,2008,Summer,Beijing,Table Tennis,Table Tennis Men's Team,Silver
13033,"Gustaf Adolf Boltenstern, Jr.",M,28.0,,,Sweden,SWE,1932 Summer,1932,Summer,Los Angeles,Equestrianism,"Equestrianism Men's Dressage, Team",Silver
13034,"Gustaf Adolf Boltenstern, Sr.",M,51.0,,,Sweden,SWE,1912 Summer,1912,Summer,Stockholm,Equestrianism,"Equestrianism Men's Dressage, Individual",Silver
13071,Naftali Bon,M,23.0,177.0,61.0,Kenya,KEN,1968 Summer,1968,Summer,Mexico City,Athletics,Athletics Men's 4 x 400 metres Relay,Silver
13079,Ozren Bonai,M,22.0,196.0,110.0,Yugoslavia,YUG,1964 Summer,1964,Summer,Tokyo,Water Polo,Water Polo Men's Water Polo,Silver
13087,Romano Bonagura,M,33.0,183.0,95.0,Italy-2,ITA,1964 Winter,1964,Winter,Innsbruck,Bobsleigh,Bobsleigh Men's Two,Silver
13091,Marco Bonamico,M,23.0,200.0,94.0,Italy,ITA,1980 Summer,1980,Summer,Moskva,Basketball,Basketball Men's Basketball,Silver
13106,Yann Bonato,M,28.0,201.0,95.0,France,FRA,2000 Summer,2000,Summer,Sydney,Basketball,Basketball Men's Basketball,Silver
13128,Aleksey Petrovich Bondarenko,M,22.0,160.0,58.0,Russia,RUS,2000 Summer,2000,Summer,Sydney,Gymnastics,Gymnastics Men's Horse Vault,Silver
13144,Aksel Bonde Hansen (Bonde-),M,30.0,,,Denmark,DEN,1948 Summer,1948,Summer,London,Rowing,Rowing Men's Coxless Fours,Silver
13145,Carl Gustaf Bonde,M,56.0,,,Sweden,SWE,1928 Summer,1928,Summer,Amsterdam,Equestrianism,"Equestrianism Men's Dressage, Team",Silver
13151,Ren Henri Georges Bondoux,M,31.0,168.0,,France,FRA,1936 Summer,1936,Summer,Berlin,Fencing,"Fencing Men's Foil, Team",Silver
13153,"Friedrich Karl ""Fritz"" Bondroit",M,24.0,,,Germany,GER,1936 Summer,1936,Summer,Berlin,Canoeing,"Canoeing Men's Kayak Doubles, 1,000 metres",Silver
13155,Alain Bondue,M,21.0,186.0,77.0,France,FRA,1980 Summer,1980,Summer,Moskva,Cycling,"Cycling Men's Individual Pursuit, 4,000 metres",Silver
13197,George Valentine Bonhag,M,26.0,179.0,60.0,United States,USA,1908 Summer,1908,Summer,London,Athletics,"Athletics Men's 3 mile, Team",Silver
13205,Gianni Bonichon,M,27.0,181.0,90.0,Italy-1,ITA,1972 Winter,1972,Winter,Sapporo,Bobsleigh,Bobsleigh Men's Four,Silver
13230,Gerd Bonk,M,24.0,187.0,146.5,East Germany,GDR,1976 Summer,1976,Summer,Montreal,Weightlifting,Weightlifting Men's Super-Heavyweight,Silver
13234,Narve Nilsen Bonna,M,23.0,,,Norway,NOR,1924 Winter,1924,Winter,Chamonix,Ski Jumping,"Ski Jumping Men's Normal Hill, Individual",Silver
13249,tienne Bonnes,M,29.0,172.0,76.0,France,FRA,1924 Summer,1924,Summer,Paris,Rugby,Rugby Men's Rugby,Silver
13264,Michel Bonnevie,M,26.0,180.0,,France,FRA,1948 Summer,1948,Summer,London,Basketball,Basketball Men's Basketball,Silver
13265,"Raymond Leroy ""Ray"" Bonney",M,28.0,175.0,81.0,United States,USA,1920 Summer,1920,Summer,Antwerpen,Ice Hockey,Ice Hockey Men's Ice Hockey,Silver
13275,Omero Bonoli,M,22.0,167.0,,Italy,ITA,1932 Summer,1932,Summer,Los Angeles,Gymnastics,Gymnastics Men's Pommelled Horse,Silver
13276,Beniamino Bonomi,M,28.0,182.0,85.0,Italy,ITA,1996 Summer,1996,Summer,Atlanta,Canoeing,"Canoeing Men's Kayak Singles, 1,000 metres",Silver
13276,Beniamino Bonomi,M,28.0,182.0,85.0,Italy,ITA,1996 Summer,1996,Summer,Atlanta,Canoeing,"Canoeing Men's Kayak Doubles, 500 metres",Silver
13276,Beniamino Bonomi,M,36.0,182.0,85.0,Italy,ITA,2004 Summer,2004,Summer,Athina,Canoeing,"Canoeing Men's Kayak Doubles, 1,000 metres",Silver
13286,Klaus-Michael Bonsack,M,22.0,183.0,84.0,Germany,GER,1964 Winter,1964,Winter,Innsbruck,Luge,Luge Men's Singles,Silver
13292,Cristina Bonta (-Ttaru),F,18.0,,,Romania,ROU,1992 Summer,1992,Summer,Barcelona,Gymnastics,Gymnastics Women's Team All-Around,Silver
13300,Julien Bontemps,M,29.0,183.0,72.0,France,FRA,2008 Summer,2008,Summer,Beijing,Sailing,Sailing Men's Windsurfer,Silver
13303,"Petronella Theodora Maria ""Ellen"" Bontje",F,34.0,178.0,72.0,Netherlands,NED,1992 Summer,1992,Summer,Barcelona,Equestrianism,"Equestrianism Mixed Dressage, Team",Silver
13303,"Petronella Theodora Maria ""Ellen"" Bontje",F,42.0,178.0,72.0,Netherlands,NED,2000 Summer,2000,Summer,Sydney,Equestrianism,"Equestrianism Mixed Dressage, Team",Silver
13317,Kristie Boogert,F,26.0,178.0,63.0,Netherlands,NED,2000 Summer,2000,Summer,Sydney,Tennis,Tennis Women's Doubles,Silver
13319,Minke Gertine Booij,F,27.0,163.0,57.0,Netherlands,NED,2004 Summer,2004,Summer,Athina,Hockey,Hockey Women's Hockey,Silver
13325,Ageeth Boomgaardt,F,31.0,168.0,63.0,Netherlands,NED,2004 Summer,2004,Summer,Athina,Hockey,Hockey Women's Hockey,Silver
13327,Tom Boon,M,26.0,184.0,81.0,Belgium,BEL,2016 Summer,2016,Summer,Rio de Janeiro,Hockey,Hockey Men's Hockey,Silver
13332,Manut Boonjumnong,M,28.0,173.0,64.0,Thailand,THA,2008 Summer,2008,Summer,Beijing,Boxing,Boxing Men's Light-Welterweight,Silver
13346,Boris Boor,M,41.0,178.0,65.0,Austria,AUT,1992 Summer,1992,Summer,Barcelona,Equestrianism,"Equestrianism Mixed Jumping, Team",Silver
13358,Frank Ewen Booth,M,21.0,,,United States,USA,1932 Summer,1932,Summer,Los Angeles,Swimming,Swimming Men's 4 x 200 metres Freestyle Relay,Silver
13359,"Joshua ""Josh"" Booth",M,25.0,190.0,93.0,Australia,AUS,2016 Summer,2016,Summer,Rio de Janeiro,Rowing,Rowing Men's Coxless Fours,Silver
13362,"Mitchell Jay ""Mitch"" Booth",M,33.0,169.0,78.0,Australia,AUS,1996 Summer,1996,Summer,Atlanta,Sailing,Sailing Mixed Multihull,Silver
13365,Verne Hobson Booth,M,25.0,185.0,68.0,United States,USA,1924 Summer,1924,Summer,Paris,Athletics,"Athletics Men's Cross-Country, Team",Silver
13367,Penelope Dora Harvey Boothby (-Geen),F,26.0,,,Great Britain,GBR,1908 Summer,1908,Summer,London,Tennis,Tennis Women's Singles,Silver
13377,Sven Martin Boquist,M,23.0,197.0,100.0,Sweden,SWE,2000 Summer,2000,Summer,Sydney,Handball,Handball Men's Handball,Silver
13397,"Earl Frederick ""Fred"" Borchelt",M,30.0,195.0,89.0,United States,USA,1984 Summer,1984,Summer,Los Angeles,Rowing,Rowing Men's Coxed Eights,Silver
13401,Katrin Borchert,F,23.0,178.0,70.0,Germany,GER,1992 Summer,1992,Summer,Barcelona,Canoeing,"Canoeing Women's Kayak Fours, 500 metres",Silver
13406,Erich Borchmeyer,M,27.0,178.0,81.0,Germany,GER,1932 Summer,1932,Summer,Los Angeles,Athletics,Athletics Men's 4 x 100 metres Relay,Silver
13415,Franois Borde,M,20.0,175.0,68.0,France,FRA,1920 Summer,1920,Summer,Antwerpen,Rugby,Rugby Men's Rugby,Silver
13447,Claes Arne Borg,M,22.0,,,Sweden,SWE,1924 Summer,1924,Summer,Paris,Swimming,Swimming Men's 400 metres Freestyle,Silver
13447,Claes Arne Borg,M,22.0,,,Sweden,SWE,1924 Summer,1924,Summer,Paris,Swimming,"Swimming Men's 1,500 metres Freestyle",Silver
13449,"Robert John ""Bob"" Borg",M,35.0,,,United States,USA,1948 Summer,1948,Summer,London,Equestrianism,"Equestrianism Men's Dressage, Team",Silver
13462,Gustavo Frana Borges,M,19.0,203.0,98.0,Brazil,BRA,1992 Summer,1992,Summer,Barcelona,Swimming,Swimming Men's 100 metres Freestyle,Silver
13462,Gustavo Frana Borges,M,23.0,203.0,98.0,Brazil,BRA,1996 Summer,1996,Summer,Atlanta,Swimming,Swimming Men's 200 metres Freestyle,Silver
13506,Igor Andreyevich Borisov,M,28.0,,,Soviet Union,URS,1952 Summer,1952,Summer,Helsinki,Rowing,Rowing Men's Coxed Eights,Silver
13510,Vasily Fyodorovich Borisov,M,33.0,170.0,85.0,Soviet Union,URS,1956 Summer,1956,Summer,Melbourne,Shooting,"Shooting Men's Small-Bore Rifle, Prone, 50 metres",Silver
13528,Hasse Brjes,M,24.0,184.0,92.0,Sweden,SWE,1972 Winter,1972,Winter,Sapporo,Speed Skating,Speed Skating Men's 500 metres,Silver
13536,Ingo Borkowski,M,28.0,185.0,83.0,Germany,GER,2000 Summer,2000,Summer,Sydney,Sailing,Sailing Mixed Three Person Keelboat,Silver
13539,Rainer Borkowsky,M,14.0,,,Germany,GER,1956 Summer,1956,Summer,Melbourne,Rowing,Rowing Men's Coxed Pairs,Silver
13545,Olivia Borle,F,22.0,172.0,57.0,Belgium,BEL,2008 Summer,2008,Summer,Beijing,Athletics,Athletics Women's 4 x 100 metres Relay,Silver
13604,Jrn Borowski,M,21.0,177.0,76.0,East Germany,GDR,1980 Summer,1980,Summer,Moskva,Sailing,Sailing Mixed Two Person Dinghy,Silver
13605,Paul Borowski,M,35.0,172.0,83.0,East Germany,GDR,1972 Summer,1972,Summer,Munich,Sailing,Sailing Mixed Three Person Keelboat,Silver
13627,Norman Francis Borrett,M,30.0,,,Great Britain,GBR,1948 Summer,1948,Summer,London,Hockey,Hockey Men's Hockey,Silver
13632,Elmar Borrmann,M,31.0,176.0,76.0,West Germany,FRG,1988 Summer,1988,Summer,Seoul,Fencing,"Fencing Men's epee, Team",Silver
13640,Antonel Boran,M,26.0,175.0,80.0,Romania,ROU,1996 Summer,1996,Summer,Atlanta,Canoeing,"Canoeing Men's Canadian Doubles, 1,000 metres",Silver
13670,Francesca Bortolozzi-Borella,F,20.0,170.0,55.0,Italy,ITA,1988 Summer,1988,Summer,Seoul,Fencing,"Fencing Women's Foil, Team",Silver
13684,Oleksiy Yevhenovych Boryslavskiy,M,19.0,191.0,88.0,Soviet Union,URS,1988 Summer,1988,Summer,Seoul,Swimming,Swimming Men's 4 x 100 metres Freestyle Relay,Silver
13691,Valeriy Pylypovych Borzov,M,22.0,183.0,80.0,Soviet Union,URS,1972 Summer,1972,Summer,Munich,Athletics,Athletics Men's 4 x 100 metres Relay,Silver
13698,Jan Bos,M,22.0,190.0,83.0,Netherlands,NED,1998 Winter,1998,Winter,Nagano,Speed Skating,"Speed Skating Men's 1,000 metres",Silver
13698,Jan Bos,M,26.0,190.0,83.0,Netherlands,NED,2002 Winter,2002,Winter,Salt Lake City,Speed Skating,"Speed Skating Men's 1,000 metres",Silver
13703,Theo Bos,M,20.0,190.0,85.0,Netherlands,NED,2004 Summer,2004,Summer,Athina,Cycling,Cycling Men's Sprint,Silver
13705,Willemijn Bos,F,28.0,181.0,69.0,Netherlands,NED,2016 Summer,2016,Summer,Rio de Janeiro,Hockey,Hockey Women's Hockey,Silver
13706,Marcelien Bos-de Koning,F,30.0,175.0,62.0,Netherlands,NED,2008 Summer,2008,Summer,Beijing,Sailing,Sailing Women's Two Person Dinghy,Silver
13708,Eva Boskov-Vchtov (-Hlavkov),F,24.0,162.0,59.0,Czechoslovakia,TCH,1956 Summer,1956,Summer,Melbourne,Gymnastics,Gymnastics Women's Balance Beam,Silver
13708,Eva Boskov-Vchtov (-Hlavkov),F,28.0,162.0,59.0,Czechoslovakia,TCH,1960 Summer,1960,Summer,Roma,Gymnastics,Gymnastics Women's Team All-Around,Silver
13710,Renato Bosatta,M,22.0,180.0,79.0,Italy,ITA,1960 Summer,1960,Summer,Roma,Rowing,Rowing Men's Coxless Fours,Silver
13710,Renato Bosatta,M,26.0,180.0,79.0,Italy,ITA,1964 Summer,1964,Summer,Tokyo,Rowing,Rowing Men's Coxed Fours,Silver
13717,Edith Bosch,F,24.0,183.0,70.0,Netherlands,NED,2004 Summer,2004,Summer,Athina,Judo,Judo Women's Middleweight,Silver
13720,Fritz Bsch,M,,,,Switzerland,SUI,1928 Summer,1928,Summer,Amsterdam,Rowing,Rowing Men's Coxed Fours,Silver
13725,Gerard Dagobert Henri Bosch van Drakestein,M,40.0,,,Netherlands,NED,1928 Summer,1928,Summer,Amsterdam,Cycling,"Cycling Men's 1,000 metres Time Trial",Silver
13725,Gerard Dagobert Henri Bosch van Drakestein,M,40.0,,,Netherlands,NED,1928 Summer,1928,Summer,Amsterdam,Cycling,"Cycling Men's Team Pursuit, 4,000 metres",Silver
13750,Vujadin Bokov,M,21.0,,,Yugoslavia,YUG,1952 Summer,1952,Summer,Helsinki,Football,Football Men's Football,Silver
13753,Tijana Bokovi,F,19.0,193.0,82.0,Serbia,SRB,2016 Summer,2016,Summer,Rio de Janeiro,Volleyball,Volleyball Women's Volleyball,Silver
13755,Francisco Javier Bosma Mnguez,M,34.0,190.0,86.0,Spain,ESP,2004 Summer,2004,Summer,Athina,Beach Volleyball,Beach Volleyball Men's Beach Volleyball,Silver
13762,Albert Bosquet,M,,,,Belgium,BEL,1920 Summer,1920,Summer,Antwerpen,Shooting,"Shooting Men's Trap, Team",Silver
13763,Gilles Marcel Bosquet,M,22.0,192.0,84.0,France,FRA,1996 Summer,1996,Summer,Atlanta,Rowing,Rowing Men's Coxless Fours,Silver
13776,Carmelo Bossi,M,20.0,171.0,71.0,Italy,ITA,1960 Summer,1960,Summer,Roma,Boxing,Boxing Men's Light-Middleweight,Silver
13781,ngel Fernando Bossio Garclandez,M,23.0,176.0,75.0,Argentina,ARG,1928 Summer,1928,Summer,Amsterdam,Football,Football Men's Football,Silver
13783,Carlos Gustavo Bossio,M,22.0,194.0,96.0,Argentina,ARG,1996 Summer,1996,Summer,Atlanta,Football,Football Men's Football,Silver
13797,Ralph Harold Boston,M,25.0,187.0,74.0,United States,USA,1964 Summer,1964,Summer,Tokyo,Athletics,Athletics Men's Long Jump,Silver
13798,Erik Bostrm,M,42.0,,,Sweden,SWE,1912 Summer,1912,Summer,Stockholm,Shooting,"Shooting Men's Free Pistol, 50 metres, Team",Silver
13806,Kinga Bta,F,26.0,180.0,69.0,Hungary,HUN,2004 Summer,2004,Summer,Athina,Canoeing,"Canoeing Women's Kayak Fours, 500 metres",Silver
13822,Gratsian Georgiyevich Botev,M,27.0,,,Soviet Union,URS,1956 Summer,1956,Summer,Melbourne,Canoeing,"Canoeing Men's Canadian Doubles, 1,000 metres",Silver
13870,Jennifer Lori Botterill,F,18.0,175.0,71.0,Canada,CAN,1998 Winter,1998,Winter,Nagano,Ice Hockey,Ice Hockey Women's Ice Hockey,Silver
13882,"Joseph Stuart ""Joe"" Bottom",M,21.0,194.0,87.0,United States,USA,1976 Summer,1976,Summer,Montreal,Swimming,Swimming Men's 100 metres Butterfly,Silver
13890,Mikhail Botvinov,M,34.0,185.0,80.0,Austria,AUT,2002 Winter,2002,Winter,Salt Lake City,Cross Country Skiing,Cross Country Skiing Men's 30 kilometres,Silver
13916,Henry Charles Boucha,M,20.0,186.0,84.0,United States,USA,1972 Winter,1972,Winter,Sapporo,Ice Hockey,Ice Hockey Men's Ice Hockey,Silver
13935,Gatan T. Boucher,M,21.0,171.0,72.0,Canada,CAN,1980 Winter,1980,Winter,Lake Placid,Speed Skating,"Speed Skating Men's 1,000 metres",Silver
13961,Jean Pierre Boudehen,M,25.0,175.0,68.0,France,FRA,1964 Summer,1964,Summer,Tokyo,Canoeing,"Canoeing Men's Canadian Doubles, 1,000 metres",Silver
13969,David Alasdair Boudia,M,27.0,175.0,73.0,United States,USA,2016 Summer,2016,Summer,Rio de Janeiro,Diving,Diving Men's Synchronized Platform,Silver
13974,Laurent Norden Boudouani,M,21.0,176.0,67.0,France,FRA,1988 Summer,1988,Summer,Seoul,Boxing,Boxing Men's Welterweight,Silver
13978,Christine-Isabel Boudrias,F,21.0,165.0,61.0,Canada,CAN,1994 Winter,1994,Winter,Lillehammer,Short Track Speed Skating,"Short Track Speed Skating Women's 3,000 metres Relay",Silver
13979,"Ronald Hermannus ""Ron"" Boudrie",M,32.0,201.0,92.0,Netherlands,NED,1992 Summer,1992,Summer,Barcelona,Volleyball,Volleyball Men's Volleyball,Silver
13989,"Herbert Clifford ""Bert"" Bouffler",M,25.0,183.0,71.0,Great Britain,GBR,1906 Summer,1906,Summer,Athina,Cycling,Cycling Men's Sprint,Silver
13995,Gilbert Bougnol,M,33.0,,,France,FRA,1900 Summer,1900,Summer,Paris,Fencing,"Fencing Men's epee, Masters, Individual",Silver
13996,Ren Bougnol,M,25.0,168.0,,France,FRA,1936 Summer,1936,Summer,Berlin,Fencing,"Fencing Men's Foil, Team",Silver
14002,Thomas Bouhail,M,22.0,166.0,61.0,France,FRA,2008 Summer,2008,Summer,Beijing,Gymnastics,Gymnastics Men's Horse Vault,Silver
14010,Alexandre Franois tienne Jean Bouin,M,23.0,172.0,70.0,France,FRA,1912 Summer,1912,Summer,Stockholm,Athletics,"Athletics Men's 5,000 metres",Silver
14011,Marc mile Bouissou,M,21.0,,,France,FRA,1952 Summer,1952,Summer,Helsinki,Rowing,Rowing Men's Coxless Fours,Silver
14101,Stephen Norris Bourdow,M,26.0,193.0,89.0,United States,USA,1992 Summer,1992,Summer,Barcelona,Sailing,Sailing Mixed Two Person Heavyweight Dinghy,Silver
14106,Mickal Stphane Bourgain,M,28.0,181.0,77.0,France,FRA,2008 Summer,2008,Summer,Beijing,Cycling,Cycling Men's Team Sprint,Silver
14132,Robert Croft Bourne,M,23.0,,,"New College, Oxford-2",GBR,1912 Summer,1912,Summer,Stockholm,Rowing,Rowing Men's Coxed Eights,Silver
14158,Adolphe Ren Bousquet,M,20.0,167.0,72.0,France,FRA,1920 Summer,1920,Summer,Antwerpen,Rugby,Rugby Men's Rugby,Silver
14158,Adolphe Ren Bousquet,M,24.0,167.0,72.0,France,FRA,1924 Summer,1924,Summer,Paris,Rugby,Rugby Men's Rugby,Silver
14159,"Frdric Thierry Roger ""Frd"" Bousquet",M,27.0,188.0,86.0,France,FRA,2008 Summer,2008,Summer,Beijing,Swimming,Swimming Men's 4 x 100 metres Freestyle Relay,Silver
14202,Carline Bouw,F,31.0,184.0,72.0,Netherlands,NED,2016 Summer,2016,Summer,Rio de Janeiro,Rowing,Rowing Women's Quadruple Sculls,Silver
14211,Marit Bouwmeester,F,24.0,177.0,68.0,Netherlands,NED,2012 Summer,2012,Summer,London,Sailing,Sailing Women's One Person Dinghy,Silver
14217,Vladimr Bouzek,M,27.0,,,Czechoslovakia,TCH,1948 Winter,1948,Winter,Sankt Moritz,Ice Hockey,Ice Hockey Men's Ice Hockey,Silver
14230,Oleg Georgiyevich Bovin,M,22.0,189.0,83.0,Soviet Union,URS,1968 Summer,1968,Summer,Mexico City,Water Polo,Water Polo Men's Water Polo,Silver
14235,Arnaud Bovolenta,M,25.0,170.0,92.0,France,FRA,2014 Winter,2014,Winter,Sochi,Freestyle Skiing,Freestyle Skiing Men's Ski Cross,Silver
14236,Vigor Bovolenta,M,22.0,202.0,95.0,Italy,ITA,1996 Summer,1996,Summer,Atlanta,Volleyball,Volleyball Men's Volleyball,Silver
14242,Robert Norris Bowden,M,29.0,,,Canada-1,CAN,1956 Winter,1956,Winter,Cortina d'Ampezzo,Figure Skating,Figure Skating Mixed Pairs,Silver
14249,Riddick Lamont Bowe,M,21.0,195.0,99.0,United States,USA,1988 Summer,1988,Summer,Seoul,Boxing,Boxing Men's Super-Heavyweight,Silver
14266,"Frentorish ""Tori"" Bowie",F,25.0,175.0,58.0,United States,USA,2016 Summer,2016,Summer,Rio de Janeiro,Athletics,Athletics Women's 100 metres,Silver
14268,David Graham Bowker,M,34.0,,,Vision,GBR,1956 Summer,1956,Summer,Melbourne,Sailing,Sailing Mixed 5.5 metres,Silver
14284,Heather Erin Bown,F,29.0,188.0,90.0,United States,USA,2008 Summer,2008,Summer,Beijing,Volleyball,Volleyball Women's Volleyball,Silver
14302,Renate Boy-Garisch-Culmberger,F,25.0,175.0,98.0,Germany,GER,1964 Summer,1964,Summer,Tokyo,Athletics,Athletics Women's Shot Put,Silver
14327,Carla Maree Boyd (Porter-),F,24.0,185.0,80.0,Australia,AUS,2000 Summer,2000,Summer,Sydney,Basketball,Basketball Women's Basketball,Silver
14340,"Philip Ewing ""Phil"" Boyd",M,28.0,,,Toronto Argonauts,CAN,1904 Summer,1904,Summer,St. Louis,Rowing,Rowing Men's Coxed Eights,Silver
14356,Gregory Vaitl Greg Boyer,M,30.0,190.0,95.0,United States,USA,1988 Summer,1988,Summer,Seoul,Water Polo,Water Polo Men's Water Polo,Silver
14361,"David Michael ""Dave"" Boyes",M,31.0,184.0,72.0,Canada,CAN,1996 Summer,1996,Summer,Atlanta,Rowing,Rowing Men's Lightweight Coxless Fours,Silver
14374,Raelene Ann Boyle,F,17.0,168.0,57.0,Australia,AUS,1968 Summer,1968,Summer,Mexico City,Athletics,Athletics Women's 200 metres,Silver
14374,Raelene Ann Boyle,F,21.0,168.0,57.0,Australia,AUS,1972 Summer,1972,Summer,Munich,Athletics,Athletics Women's 100 metres,Silver
14374,Raelene Ann Boyle,F,21.0,168.0,57.0,Australia,AUS,1972 Summer,1972,Summer,Munich,Athletics,Athletics Women's 200 metres,Silver
14388,Francisco Boza Dibos,M,19.0,176.0,95.0,Peru,PER,1984 Summer,1984,Summer,Los Angeles,Shooting,Shooting Mixed Trap,Silver
14394,Megan Bozek,F,22.0,173.0,77.0,United States,USA,2014 Winter,2014,Winter,Sochi,Ice Hockey,Ice Hockey Women's Ice Hockey,Silver
14402,Daniel Bozhinov Petrov,M,20.0,168.0,48.0,Bulgaria,BUL,1992 Summer,1992,Summer,Barcelona,Boxing,Boxing Men's Light-Flyweight,Silver
14417,Gilbert Fernand Charles Bozon,M,17.0,,,France,FRA,1952 Summer,1952,Summer,Helsinki,Swimming,Swimming Men's 100 metres Backstroke,Silver
14437,Valdemar Jensen Bggild,M,28.0,,,Denmark,DEN,1912 Summer,1912,Summer,Stockholm,Gymnastics,"Gymnastics Men's Team All-Around, Swedish System",Silver
14439,Eilert Steensrud Bhm,M,19.0,,,Norway,NOR,1920 Summer,1920,Summer,Antwerpen,Gymnastics,"Gymnastics Men's Team All-Around, Free System",Silver
14452,Trygve Carlsen Byesen,M,22.0,,,Norway,NOR,1908 Summer,1908,Summer,London,Gymnastics,Gymnastics Men's Team All-Around,Silver
14452,Trygve Carlsen Byesen,M,34.0,,,Norway,NOR,1920 Summer,1920,Summer,Antwerpen,Gymnastics,"Gymnastics Men's Team All-Around, Free System",Silver
14453,Oddvar Br,M,20.0,183.0,73.0,Norway,NOR,1972 Winter,1972,Winter,Sapporo,Cross Country Skiing,Cross Country Skiing Men's 4 x 10 kilometres Relay,Silver
14453,Oddvar Br,M,28.0,183.0,73.0,Norway,NOR,1980 Winter,1980,Winter,Lake Placid,Cross Country Skiing,Cross Country Skiing Men's 4 x 10 kilometres Relay,Silver
14460,"Julius Olaissen ""Jul"" Braathe (Olaissen-)",M,31.0,,,Norway,NOR,1906 Summer,1906,Summer,Athina,Shooting,"Shooting Men's Free Rifle, Three Positions, 300 metres, Team",Silver
14468,Marco Bracci,M,29.0,197.0,94.0,Italy,ITA,1996 Summer,1996,Summer,Atlanta,Volleyball,Volleyball Men's Volleyball,Silver
14469,Renato Bracci,M,27.0,173.0,,Italy,ITA,1932 Summer,1932,Summer,Los Angeles,Rowing,Rowing Men's Coxed Eights,Silver
14482,Walter Brack,M,23.0,,,Germany,GER,1904 Summer,1904,Summer,St. Louis,Swimming,Swimming Men's 440 Yard Breaststroke,Silver
14484,"Raymond Cope ""Ray"" Bracken",M,29.0,,,United States,USA,1920 Summer,1920,Summer,Antwerpen,Shooting,"Shooting Men's Military Pistol, 30 metres",Silver
14496,"James Edward ""Jim"" Bradford",M,23.0,183.0,116.5,United States,USA,1952 Summer,1952,Summer,Helsinki,Weightlifting,Weightlifting Men's Heavyweight,Silver
14496,"James Edward ""Jim"" Bradford",M,31.0,183.0,116.5,United States,USA,1960 Summer,1960,Summer,Roma,Weightlifting,Weightlifting Men's Heavyweight,Silver
14510,Everett Lewis Bradley,M,22.0,178.0,79.0,United States,USA,1920 Summer,1920,Summer,Antwerpen,Athletics,Athletics Men's Pentathlon,Silver
14529,"James H. ""Jim"" Brady",M,29.0,185.0,86.0,United States,USA,1992 Summer,1992,Summer,Barcelona,Sailing,Sailing Mixed Three Person Keelboat,Silver
14549,G. Alberto Braglia,M,23.0,167.0,,Italy,ITA,1906 Summer,1906,Summer,Athina,Gymnastics,Gymnastics Men's Individual All-Around,Silver
